num_arb;id_map_info;type_espace;site;code_site;annee_plant;annee_plant_estimee;zone_boisee;genre;espece;sous_espece;variete;cultivar;allergene;diametre;hauteur_totale;hauteur_moy_fut;forme_actuelle;arbre_remarquable;espace_boise_classe
34;4951;Autres (préciser);LONGCHAMP;884;;;;Prunus;serrulata;;;J. H. Veitch;0;43;6-10 m;< 5,5 m;Libre(port naturel);;
39;4952;Accompagnement des voies;LONGCHAMP;884;;;;Prunus;serrulata;;;J. H. Veitch;0;43;6-10 m;< 5,5 m;Libre(port naturel);;
127;121;Accompagnement des voies;PARC DE PROCE;1535;;0;;Carpinus;betulus;;;Pyramidalis;1;29;6-10 m;< 5,5 m;Libre(port naturel);;
129;123;Accompagnement des voies;PARC DE PROCE;1535;;0;;Carpinus;betulus;;;Pyramidalis;1;12;6-10 m;< 5,5 m;Libre(port naturel);;
131;209;Accompagnement des voies;PARC DE PROCE;1535;;0;;Carpinus;betulus;;;Pyramidalis;1;37;6-10 m;< 5,5 m;Libre(port naturel);;
132;210;Accompagnement des voies;PARC DE PROCE;1535;;0;;Prunus;serrulata;;;Kanzan;0;8;0-5 m;< 5,5 m;Libre(port naturel);;
133;211;Accompagnement des voies;PARC DE PROCE;1535;;0;;Carpinus;betulus;;;Pyramidalis;1;38;6-10 m;< 5,5 m;Libre(port naturel);;
134;212;Accompagnement des voies;PARC DE PROCE;1535;;0;;Prunus;serrulata;;;Kanzan;0;7;0-5 m;< 5,5 m;Libre(port naturel);;
135;213;Accompagnement des voies;PARC DE PROCE;1535;;0;;Carpinus;betulus;;;Pyramidalis;1;39;6-10 m;< 5,5 m;Libre(port naturel);;
136;214;Accompagnement des voies;PARC DE PROCE;1535;;0;;Prunus;serrulata;;;Kanzan;0;17;0-5 m;< 5,5 m;Libre(port naturel);;
137;215;Accompagnement des voies;PARC DE PROCE;940;;0;;Prunus;serrulata;;;Kanzan;0;6;0-5 m;< 5,5 m;Libre(port naturel);;
138;216;Accompagnement des voies;PARC DE PROCE;940;;0;;Carpinus;betulus;;;Pyramidalis;1;30;6-10 m;< 5,5 m;Libre(port naturel);;
139;218;Accompagnement des voies;PARC DE PROCE;940;;0;;Carpinus;betulus;;;Pyramidalis;1;36;6-10 m;< 5,5 m;Libre(port naturel);;
140;219;Accompagnement des voies;PARC DE PROCE;940;;0;;Carpinus;betulus;;;Pyramidalis;1;38;6-10 m;< 5,5 m;Libre(port naturel);;
147;128;Accompagnement des voies;PARC DE PROCE;940;;0;;Prunus;serrulata;;;Kanzan;0;4;0-5 m;< 5,5 m;Libre(port naturel);;
148;127;Accompagnement des voies;PARC DE PROCE;940;;0;;Carpinus;betulus;;;Pyramidalis;1;28;6-10 m;< 5,5 m;Libre(port naturel);;
149;126;Accompagnement des voies;PARC DE PROCE;940;;0;;Prunus;serrulata;;;Kanzan;0;26;0-5 m;< 5,5 m;Libre(port naturel);;
150;125;Accompagnement des voies;PARC DE PROCE;1535;;0;;Carpinus;betulus;;;Pyramidalis;1;40;6-10 m;< 5,5 m;Libre(port naturel);;
152;13;Accompagnement des voies;RAYMOND POINCARE;40;;0;;Fraxinus;oxycarpa;;;Flame;0;27;6-10 m;< 5,5 m;Libre(port naturel);;
153;303;Accompagnement des voies;ANGLAIS;644;;0;;Aesculus;hippocastanum;;;;1;68;16-20 m  ;> 5,5 m;Libre(port naturel);;
154;304;Accompagnement des voies;ANGLAIS;644;;0;;Aesculus;hippocastanum;;;;1;67;16-20 m  ;> 5,5 m;Libre(port naturel);;
157;5;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;92;21-30 m;> 5,5 m;Libre(port naturel);;
158;14;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;62;11-15 m;< 5,5 m;Architecturée : 4 faces;;
159;15;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;47;11-15 m;< 5,5 m;Architecturée : 4 faces;;
161;17;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;49;11-15 m;< 5,5 m;Architecturée : 4 faces;;
162;18;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;52;11-15 m;< 5,5 m;Architecturée : 4 faces;;
163;19;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;13;6-10 m;< 5,5 m;Architecturée : 4 faces;;
164;20;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;48;11-15 m;< 5,5 m;Architecturée : 4 faces;;
165;21;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;52;11-15 m;< 5,5 m;Architecturée : 4 faces;;
166;22;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;48;11-15 m;< 5,5 m;Architecturée : 4 faces;;
167;23;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;14;6-10 m;< 5,5 m;Architecturée : 4 faces;;
168;24;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;44;11-15 m;< 5,5 m;Architecturée : 4 faces;;
169;25;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;43;11-15 m;< 5,5 m;Architecturée : 4 faces;;
170;26;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;43;11-15 m;< 5,5 m;Architecturée : 4 faces;;
171;27;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;47;11-15 m;< 5,5 m;Architecturée : 4 faces;;
172;28;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;53;11-15 m;< 5,5 m;Architecturée : 4 faces;;
173;29;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;48;11-15 m;< 5,5 m;Architecturée : 4 faces;;
174;30;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;46;11-15 m;< 5,5 m;Architecturée : 4 faces;;
175;31;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;49;11-15 m;< 5,5 m;Architecturée : 4 faces;;
176;44;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;57;11-15 m;< 5,5 m;Architecturée : 4 faces;;
177;32;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;51;11-15 m;< 5,5 m;Architecturée : 4 faces;;
178;33;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;54;11-15 m;< 5,5 m;Architecturée : 4 faces;;
179;34;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;50;11-15 m;< 5,5 m;Architecturée : 4 faces;;
180;35;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;46;11-15 m;< 5,5 m;Architecturée : 4 faces;;
181;36;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;43;11-15 m;< 5,5 m;Architecturée : 4 faces;;
182;37;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;41;11-15 m;< 5,5 m;Architecturée : 4 faces;;
183;38;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;49;11-15 m;< 5,5 m;Architecturée : 4 faces;;
184;39;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;42;11-15 m;< 5,5 m;Architecturée : 4 faces;;
185;40;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;52;11-15 m;< 5,5 m;Architecturée : 4 faces;;
186;41;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;55;6-10 m;< 5,5 m;Architecturée : 4 faces;;
188;43;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;60;11-15 m;< 5,5 m;Architecturée : 4 faces;;
189;45;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;53;11-15 m;< 5,5 m;Architecturée : 4 faces;;
190;46;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;41;11-15 m;< 5,5 m;Architecturée : 4 faces;;
191;47;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;56;6-10 m;< 5,5 m;Architecturée : 4 faces;;
192;48;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;40;11-15 m;< 5,5 m;Architecturée : 4 faces;;
193;49;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;41;11-15 m;< 5,5 m;Architecturée : 4 faces;;
194;50;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;38;11-15 m;< 5,5 m;Architecturée : 4 faces;;
195;51;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;43;11-15 m;< 5,5 m;Architecturée : 4 faces;;
196;52;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;48;11-15 m;< 5,5 m;Architecturée : 4 faces;;
197;53;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;44;11-15 m;< 5,5 m;Architecturée : 4 faces;;
198;54;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;41;11-15 m;< 5,5 m;Architecturée : 4 faces;;
199;55;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;38;11-15 m;< 5,5 m;Architecturée : 4 faces;;
200;56;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;10;6-10 m;< 5,5 m;Architecturée : 4 faces;;
201;57;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;47;11-15 m;< 5,5 m;Architecturée : 4 faces;;
202;58;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;8;6-10 m;< 5,5 m;Architecturée : 4 faces;;
203;59;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;38;11-15 m;< 5,5 m;Architecturée : 4 faces;;
204;60;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;45;11-15 m;< 5,5 m;Architecturée : 4 faces;;
205;61;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;47;11-15 m;< 5,5 m;Architecturée : 4 faces;;
206;62;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;48;11-15 m;< 5,5 m;Architecturée : 4 faces;;
207;63;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;50;11-15 m;< 5,5 m;Architecturée : 4 faces;;
208;10;Accompagnement des voies;ANGLAIS;644;;0;0;Platanus;acerifolia (x);;;;1;53;6-10 m;< 5,5 m;Architecturée : 4 faces;0;0
209;65;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;10;6-10 m;< 5,5 m;Architecturée : 4 faces;;
210;66;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;51;11-15 m;< 5,5 m;Architecturée : 4 faces;;
211;67;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;41;11-15 m;< 5,5 m;Architecturée : 4 faces;;
212;68;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;43;11-15 m;< 5,5 m;Architecturée : 4 faces;;
213;69;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;47;11-15 m;< 5,5 m;Architecturée : 4 faces;;
214;70;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;46;11-15 m;< 5,5 m;Architecturée : 4 faces;;
215;71;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;41;11-15 m;< 5,5 m;Architecturée : 4 faces;;
216;72;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;50;11-15 m;< 5,5 m;Architecturée : 4 faces;;
217;73;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;48;11-15 m;< 5,5 m;Architecturée : 4 faces;;
218;74;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;10;6-10 m;< 5,5 m;Architecturée : 4 faces;;
220;9;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;52;11-15 m;< 5,5 m;Architecturée : 4 faces;;
221;8;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;15;6-10 m;< 5,5 m;Architecturée : 4 faces;;
222;7;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;64;11-15 m;< 5,5 m;Architecturée : 4 faces;;
223;11;Accompagnement des voies;ANGLAIS;644;;0;;Platanus;acerifolia (x);;;;1;39;16-20 m  ;< 5,5 m;Libre(port naturel);;
226;179;Accompagnement des voies;AUGUSTE PAGEOT;648;;0;;Platanus;acerifolia (x);;;;1;62;6-10 m;< 5,5 m;Architecturée : 4 faces;;
227;180;Accompagnement des voies;AUGUSTE PAGEOT;648;;0;;Platanus;acerifolia (x);;;;1;50;11-15 m;< 5,5 m;Architecturée : 4 faces;;
228;181;Accompagnement des voies;AUGUSTE PAGEOT;648;;0;;Platanus;acerifolia (x);;;;1;59;11-15 m;< 5,5 m;Architecturée : 6 faces;;
229;182;Accompagnement des voies;AUGUSTE PAGEOT;648;;0;;Platanus;acerifolia (x);;;;1;60;11-15 m;< 5,5 m;Architecturée : 4 faces;;
230;183;Accompagnement des voies;AUGUSTE PAGEOT;648;;0;;Platanus;acerifolia (x);;;;1;63;11-15 m;< 5,5 m;Architecturée : 4 faces;;
231;184;Accompagnement des voies;AUGUSTE PAGEOT;648;;0;;Platanus;acerifolia (x);;;;1;62;11-15 m;< 5,5 m;Architecturée : 4 faces;;
232;185;Accompagnement des voies;AUGUSTE PAGEOT;648;;0;;Platanus;acerifolia (x);;;;1;62;11-15 m;< 5,5 m;Architecturée : 4 faces;;
233;186;Accompagnement des voies;AUGUSTE PAGEOT;648;;0;;Platanus;acerifolia (x);;;;1;55;11-15 m;< 5,5 m;Architecturée : 4 faces;;
234;187;Accompagnement des voies;AUGUSTE PAGEOT;648;;0;;Platanus;acerifolia (x);;;;1;55;11-15 m;< 5,5 m;Architecturée : 4 faces;;
235;188;Accompagnement des voies;AUGUSTE PAGEOT;648;;0;;Platanus;acerifolia (x);;;;1;54;11-15 m;< 5,5 m;Architecturée : 4 faces;;
236;189;Accompagnement des voies;AUGUSTE PAGEOT;648;;0;;Platanus;acerifolia (x);;;;1;60;11-15 m;< 5,5 m;Architecturée : 4 faces;;
237;190;Accompagnement des voies;AUGUSTE PAGEOT;648;;0;;Platanus;acerifolia (x);;;;1;15;6-10 m;< 5,5 m;Architecturée : 4 faces;;
238;191;Accompagnement des voies;AUGUSTE PAGEOT;648;;0;;Platanus;acerifolia (x);;;;1;61;11-15 m;< 5,5 m;Architecturée : 4 faces;;
239;192;Accompagnement des voies;AUGUSTE PAGEOT;648;;0;;Platanus;acerifolia (x);;;;1;56;11-15 m;< 5,5 m;Architecturée : 4 faces;;
240;193;Accompagnement des voies;AUGUSTE PAGEOT;648;;0;;Platanus;acerifolia (x);;;;1;58;11-15 m;< 5,5 m;Architecturée : 4 faces;;
241;194;Accompagnement des voies;AUGUSTE PAGEOT;648;;0;;Platanus;acerifolia (x);;;;1;55;11-15 m;< 5,5 m;Architecturée : 4 faces;;
242;195;Accompagnement des voies;AUGUSTE PAGEOT;648;;0;;Platanus;acerifolia (x);;;;1;40;11-15 m;< 5,5 m;Architecturée : 4 faces;;
243;196;Accompagnement des voies;AUGUSTE PAGEOT;648;;0;;Platanus;acerifolia (x);;;;1;53;11-15 m;< 5,5 m;Architecturée : 4 faces;;
244;197;Accompagnement des voies;AUGUSTE PAGEOT;648;;0;;Platanus;acerifolia (x);;;;1;55;11-15 m;< 5,5 m;Architecturée : 4 faces;;
245;198;Accompagnement des voies;AUGUSTE PAGEOT;648;;0;;Platanus;acerifolia (x);;;;1;50;11-15 m;< 5,5 m;Architecturée : 4 faces;;
246;199;Accompagnement des voies;AUGUSTE PAGEOT;648;;0;;Platanus;acerifolia (x);;;;1;56;11-15 m;< 5,5 m;Architecturée : 4 faces;;
247;200;Accompagnement des voies;AUGUSTE PAGEOT;648;;0;;Platanus;acerifolia (x);;;;1;50;11-15 m;< 5,5 m;Architecturée : 4 faces;;
248;201;Accompagnement des voies;AUGUSTE PAGEOT;648;;0;;Platanus;acerifolia (x);;;;1;59;11-15 m;< 5,5 m;Architecturée : 4 faces;;
249;202;Accompagnement des voies;AUGUSTE PAGEOT;648;;0;;Platanus;acerifolia (x);;;;1;57;11-15 m;< 5,5 m;Architecturée : 4 faces;;
250;203;Accompagnement des voies;AUGUSTE PAGEOT;648;;0;;Platanus;acerifolia (x);;;;1;51;11-15 m;< 5,5 m;Architecturée : 4 faces;;
251;204;Accompagnement des voies;AUGUSTE PAGEOT;648;;0;;Platanus;acerifolia (x);;;;1;49;11-15 m;< 5,5 m;Architecturée : 4 faces;;
252;205;Accompagnement des voies;AUGUSTE PAGEOT;648;;0;;Platanus;acerifolia (x);;;;1;38;11-15 m;< 5,5 m;Architecturée : 4 faces;;
253;206;Accompagnement des voies;AUGUSTE PAGEOT;648;;0;;Platanus;acerifolia (x);;;;1;44;11-15 m;< 5,5 m;Architecturée : 4 faces;;
254;207;Accompagnement des voies;AUGUSTE PAGEOT;648;;0;;Platanus;acerifolia (x);;;;1;44;11-15 m;< 5,5 m;Architecturée : 4 faces;;
255;208;Accompagnement des voies;AUGUSTE PAGEOT;648;;0;;Platanus;acerifolia (x);;;;1;50;11-15 m;< 5,5 m;Architecturée : 4 faces;;
256;112;Accompagnement des voies;DERVALLIERES;38;;0;;Platanus;acerifolia (x);;;;1;53;11-15 m;< 5,5 m;Libre(port naturel);;
257;113;Accompagnement des voies;DERVALLIERES;38;;0;;Platanus;acerifolia (x);;;;1;4;0-5 m;< 5,5 m;Libre(port naturel);;
258;114;Accompagnement des voies;DERVALLIERES;38;;0;;Platanus;acerifolia (x);;;;1;44;6-10 m;< 5,5 m;Libre(port naturel);;
259;115;Accompagnement des voies;DERVALLIERES;38;;0;;Platanus;acerifolia (x);;;;1;7;6-10 m;< 5,5 m;Libre(port naturel);;
260;116;Accompagnement des voies;DERVALLIERES;38;;0;;Platanus;acerifolia (x);;;;1;44;11-15 m;< 5,5 m;Libre(port naturel);;
261;117;Accompagnement des voies;DERVALLIERES;38;;0;;Platanus;acerifolia (x);;;;1;64;11-15 m;< 5,5 m;Libre(port naturel);;
262;118;Accompagnement des voies;DERVALLIERES;38;;0;;Platanus;acerifolia (x);;;;1;66;11-15 m;< 5,5 m;Libre(port naturel);;
263;119;Accompagnement des voies;DERVALLIERES;38;;0;;Platanus;acerifolia (x);;;;1;51;11-15 m;< 5,5 m;Libre(port naturel);;
264;120;Accompagnement des voies;DERVALLIERES;38;;0;;Platanus;acerifolia (x);;;;1;36;11-15 m;< 5,5 m;Libre(port naturel);;
265;226;Accompagnement des voies;DERVALLIERES;38;;0;;Platanus;acerifolia (x);;;;1;67;11-15 m;< 5,5 m;Libre(port naturel);;
266;225;Accompagnement des voies;DERVALLIERES;38;;0;;Platanus;acerifolia (x);;;;1;50;11-15 m;< 5,5 m;Libre(port naturel);;
267;224;Accompagnement des voies;DERVALLIERES;38;;0;;Platanus;acerifolia (x);;;;1;58;11-15 m;< 5,5 m;Libre(port naturel);;
268;223;Accompagnement des voies;DERVALLIERES;38;;0;;Platanus;acerifolia (x);;;;1;76;11-15 m;< 5,5 m;Libre(port naturel);;
269;222;Accompagnement des voies;DERVALLIERES;38;;0;;Platanus;acerifolia (x);;;;1;72;11-15 m;< 5,5 m;Libre(port naturel);;
270;221;Accompagnement des voies;DERVALLIERES;38;;0;;Platanus;acerifolia (x);;;;1;54;11-15 m;< 5,5 m;Libre(port naturel);;
271;220;Accompagnement des voies;DERVALLIERES;38;;0;;Platanus;acerifolia (x);;;;1;74;11-15 m;< 5,5 m;Libre(port naturel);;
272;8688;Accompagnement des voies;DERVALLIERES;38;;0;;Tilia;tomentosa;;;;0;66;11-15 m;< 5,5 m;Libre(port naturel);;
273;8689;Accompagnement des voies;DERVALLIERES;38;;0;;Tilia;tomentosa;;;;0;44;11-15 m;< 5,5 m;Libre(port naturel);;
276;999975;Accompagnement des voies;DERVALLIERES;38;;0;;Chamaecyparis;nootkatensis;pendula;;;1;17;6-10 m;< 5,5 m;Libre(port naturel);;
277;76;Accompagnement des voies;DERVALLIERES;38;;0;;Platanus;acerifolia (x);;;;1;146;21-30 m;< 5,5 m;Libre(port naturel);;
278;77;Accompagnement des voies;DERVALLIERES;38;;0;;Acer;platanoïdes;;;;1;46;16-20 m  ;< 5,5 m;Libre(port naturel);;
279;78;Accompagnement des voies;DERVALLIERES;38;;0;;Taxodium;distichum;;;;0;68;6-10 m;> 5,5 m;Libre(port naturel);;
280;79;Accompagnement des voies;DERVALLIERES;38;;0;;Prunus;serrulata;;;Kanzan;0;21;6-10 m;0 m;Libre(port naturel);;
282;80;Accompagnement des voies;DERVALLIERES;38;;0;;Magnolia;(x) soulangeana  ;;;Lennei;0;18;6-10 m;< 5,5 m;Libre(port naturel);;
283;81;Accompagnement des voies;DERVALLIERES;38;;0;;Albizia ;julibrissin;;;;0;18;6-10 m;< 5,5 m;Libre(port naturel);;
284;82;Accompagnement des voies;DERVALLIERES;38;;0;;Sophora;japonica;;;;0;55;6-10 m;< 5,5 m;Libre(port naturel);;
285;83;Accompagnement des voies;DERVALLIERES;38;;0;;Platanus;acerifolia (x);;;;1;94;21-30 m;< 5,5 m;Libre(port naturel);;
286;84;Accompagnement des voies;DERVALLIERES;38;;0;;Ilex;koehneana(x);;;;0;17;6-10 m;< 5,5 m;Libre(port naturel);;
287;85;Accompagnement des voies;DERVALLIERES;38;;0;;Platanus;acerifolia (x);;;;1;91;21-30 m;< 5,5 m;Libre(port naturel);;
288;86;Accompagnement des voies;DERVALLIERES;38;;0;;Quercus;ilex;;;;1;15;0-5 m;< 5,5 m;Libre(port naturel);;
289;229;Accompagnement des voies;CLOVIS CONSTANT;717;;0;;Platanus;acerifolia (x);;;;1;41;11-15 m;< 5,5 m;Architecturée : 4 faces;;
291;231;Accompagnement des voies;CLOVIS CONSTANT;717;;0;;Platanus;acerifolia (x);;;;1;46;11-15 m;< 5,5 m;Architecturée : 4 faces;;
292;232;Accompagnement des voies;CLOVIS CONSTANT;717;;0;;Platanus;acerifolia (x);;;;1;48;11-15 m;< 5,5 m;Architecturée : 4 faces;;
293;233;Accompagnement des voies;CLOVIS CONSTANT;717;;0;;Platanus;acerifolia (x);;;;1;49;11-15 m;< 5,5 m;Architecturée : 4 faces;;
294;234;Accompagnement des voies;CLOVIS CONSTANT;717;;0;;Platanus;acerifolia (x);;;;1;48;11-15 m;< 5,5 m;Architecturée : 4 faces;;
295;235;Accompagnement des voies;CLOVIS CONSTANT;717;;0;;Platanus;acerifolia (x);;;;1;42;11-15 m;< 5,5 m;Architecturée : 4 faces;;
297;237;Accompagnement des voies;CLOVIS CONSTANT;717;;0;;Platanus;acerifolia (x);;;;1;46;11-15 m;< 5,5 m;Architecturée : 4 faces;;
298;238;Accompagnement des voies;CLOVIS CONSTANT;717;;0;;Platanus;acerifolia (x);;;;1;50;11-15 m;< 5,5 m;Architecturée : 4 faces;;
299;239;Accompagnement des voies;CLOVIS CONSTANT;717;;0;;Platanus;acerifolia (x);;;;1;48;11-15 m;< 5,5 m;Architecturée : 4 faces;;
300;240;Accompagnement des voies;CLOVIS CONSTANT;717;;0;;Platanus;acerifolia (x);;;;1;12;6-10 m;< 5,5 m;Architecturée : 4 faces;;
301;241;Accompagnement des voies;CLOVIS CONSTANT;717;;0;;Platanus;acerifolia (x);;;;1;53;11-15 m;< 5,5 m;Architecturée : 4 faces;;
302;242;Accompagnement des voies;CLOVIS CONSTANT;717;;0;;Platanus;acerifolia (x);;;;1;44;11-15 m;< 5,5 m;Architecturée : 4 faces;;
303;243;Accompagnement des voies;CLOVIS CONSTANT;717;;0;;Platanus;acerifolia (x);;;;1;27;11-15 m;< 5,5 m;Architecturée : 4 faces;;
304;244;Accompagnement des voies;CLOVIS CONSTANT;717;;0;;Platanus;acerifolia (x);;;;1;42;11-15 m;< 5,5 m;Architecturée : 4 faces;;
305;245;Accompagnement des voies;CLOVIS CONSTANT;717;;0;;Platanus;acerifolia (x);;;;1;44;11-15 m;< 5,5 m;Architecturée : 4 faces;;
306;246;Accompagnement des voies;CLOVIS CONSTANT;717;;0;;Platanus;acerifolia (x);;;;1;45;11-15 m;< 5,5 m;Architecturée : 4 faces;;
307;247;Accompagnement des voies;CLOVIS CONSTANT;717;;0;;Platanus;acerifolia (x);;;;1;49;11-15 m;< 5,5 m;Architecturée : 4 faces;;
308;248;Accompagnement des voies;CLOVIS CONSTANT;717;;0;;Platanus;acerifolia (x);;;;1;67;11-15 m;< 5,5 m;Architecturée : 4 faces;;
309;249;Accompagnement des voies;CLOVIS CONSTANT;717;;0;;Platanus;acerifolia (x);;;;1;62;11-15 m;< 5,5 m;Architecturée : 4 faces;;
310;250;Accompagnement des voies;CLOVIS CONSTANT;717;;0;;Platanus;acerifolia (x);;;;1;47;11-15 m;< 5,5 m;Architecturée : 4 faces;;
311;251;Accompagnement des voies;CLOVIS CONSTANT;717;;0;;Platanus;acerifolia (x);;;;1;11;6-10 m;< 5,5 m;Architecturée : 4 faces;;
313;253;Accompagnement des voies;CLOVIS CONSTANT;717;;0;;Platanus;acerifolia (x);;;;1;45;11-15 m;< 5,5 m;Architecturée : 4 faces;;
314;254;Accompagnement des voies;CLOVIS CONSTANT;717;;0;;Platanus;acerifolia (x);;;;1;31;11-15 m;< 5,5 m;Architecturée : 4 faces;;
315;255;Accompagnement des voies;CLOVIS CONSTANT;717;;0;;Platanus;acerifolia (x);;;;1;46;11-15 m;< 5,5 m;Architecturée : 4 faces;;
316;256;Accompagnement des voies;CLOVIS CONSTANT;717;;0;;Platanus;acerifolia (x);;;;1;46;11-15 m;< 5,5 m;Architecturée : 4 faces;;
317;257;Accompagnement des voies;CLOVIS CONSTANT;717;;0;;Platanus;acerifolia (x);;;;1;9;6-10 m;< 5,5 m;Architecturée : 4 faces;;
318;258;Accompagnement des voies;CLOVIS CONSTANT;717;;0;;Platanus;acerifolia (x);;;;1;44;11-15 m;< 5,5 m;Architecturée : 4 faces;;
319;259;Accompagnement des voies;CLOVIS CONSTANT;717;;0;;Platanus;acerifolia (x);;;;1;52;11-15 m;< 5,5 m;Architecturée : 4 faces;;
320;260;Accompagnement des voies;CLOVIS CONSTANT;717;;0;;Platanus;acerifolia (x);;;;1;43;11-15 m;< 5,5 m;Architecturée : 4 faces;;
321;261;Accompagnement des voies;CLOVIS CONSTANT;717;;0;;Platanus;acerifolia (x);;;;1;53;11-15 m;< 5,5 m;Architecturée : 4 faces;;
322;262;Accompagnement des voies;CLOVIS CONSTANT;717;;0;;Platanus;acerifolia (x);;;;1;35;11-15 m;< 5,5 m;Architecturée : 4 faces;;
323;263;Accompagnement des voies;CLOVIS CONSTANT;717;;0;;Platanus;acerifolia (x);;;;1;39;11-15 m;< 5,5 m;Architecturée : 4 faces;;
324;264;Accompagnement des voies;CLOVIS CONSTANT;717;;0;;Platanus;acerifolia (x);;;;1;45;11-15 m;< 5,5 m;Architecturée : 4 faces;;
