genre,epithete,nom_spec,circoncm,lat,lon,identifiant
,,,,47.187691571135,-1.52355705389373,59953
,,,,47.1877634834905,-1.52369568053202,59954
,,,,47.187871952376,-1.52373785323605,59955
,,,,47.1879422219186,-1.52056409938096,58429
,,,,47.1879433634781,-1.52386455359096,59956
,,,,47.187960376677,-1.52042535970001,58434
,,,,47.1879761237875,-1.52076208034068,58431
,,,,47.1879866654744,-1.52066242826859,58430
,,,,47.1880549252697,-1.52389505892818,59957
,,,,47.1880621666738,-1.52093607328997,58437
,,,,47.1881013522852,-1.53499265447566,58023
,,,,47.1881016530279,-1.52085964598983,58428
,,,,47.1881093777901,-1.52100553555846,58425
,,,,47.1881196933701,-1.52403185058187,59958
,,,,47.1881307176254,-1.5209330855189,58427
,,,,47.1881579320211,-1.53494389740537,58022
,,,,47.1881759834525,-1.52097994712381,58426
,,,,47.1881795339362,-1.53502473294546,58021
,,,,47.1882390116952,-1.53502374946931,58019
,,,,47.1882394741108,-1.52405898543283,59959
,,,,47.1883091005825,-1.53513583754726,58020
,,,,47.1883095888466,-1.52419748457075,59960
,,,,47.1883390482647,-1.53510233031617,58017
,,,,47.1883570623619,-1.52194691257408,49391
,,,,47.1883886552469,-1.53512705760325,58016
,,,,47.1884261440306,-1.52424024190451,59961
,,,,47.1884335925852,-1.53515673213088,58015
,,,,47.1884945940506,-1.5243746580553,59962
,,,,47.1884956329447,-1.53515989782123,58013
,,,,47.1885402349365,-1.53514594755334,58012
,,,,47.1885950999908,-1.535175018952,58010
,,,,47.1885985108792,-1.52439140117946,59963
,,,,47.1886311535968,-1.53522783333403,58007
,,,,47.1886599053932,-1.53522991278365,58004
,,,,47.1886698457437,-1.53525573516662,58003
,,,,47.188680173193,-1.52453469824404,59964
,,,,47.1887018878591,-1.53518670590131,58000
,,,,47.1887239451556,-1.5352807876676,58002
,,,,47.188754361056,-1.53528695121605,58001
,,,,47.1887805754741,-1.53533773296396,58008
,,,,47.188799310955,-1.53534305174735,58009
,,,,47.1888597883895,-1.53536592322391,57999
,,,,47.188926485779,-1.53533771623132,57997
,,,,47.1889516813844,-1.53541881303686,57996
,,,,47.1889933790304,-1.53543768386387,57995
,,,,47.1890393919565,-1.53546215181543,57994
,,,,47.1890714335977,-1.53558073888545,57993
,,,,47.1891255772291,-1.53560447386114,57992
,,,,47.1891829102526,-1.53553330976746,58025
,,,,47.1894705343741,-1.51776880615172,59682
,,,,47.1895035086298,-1.51769851200723,59680
,,,,47.1895084038139,-1.51776756896161,59681
,,,,47.1895133505404,-1.53202417741059,58046
,,,,47.1896365151642,-1.5185417931692,59683
,,,,47.1896379983134,-1.53217455951003,57249
,,,,47.189727911442,-1.53046210157839,57248
,,,,47.189852374482,-1.53182538414038,57192
,,,,47.1898685687817,-1.53169178573316,57193
,,,,47.1898746074181,-1.53199479094407,57188
,,,,47.1898845231738,-1.5253363620505,59985
,,,,47.1898972405877,-1.53048886720412,57236
,,,,47.1899616911212,-1.53063489801467,57234
,,,,47.1899651969742,-1.52540163853189,59966
,,,,47.1899972399129,-1.53083697684849,57240
,,,,47.1900197273799,-1.52619304341267,52978
,,,,47.1900267402311,-1.53186308824683,57194
,,,,47.1900370992335,-1.53147406356412,57211
,,,,47.1900415895498,-1.53182320207204,57195
,,,,47.1900580520869,-1.52547968535777,59967
,,,,47.1900836035069,-1.53140343285798,58044
,,,,47.1900840826951,-1.53155012803786,57205
,,,,47.190094464724,-1.52624732292508,52975
,,,,47.190106572013,-1.5316046037305,57203
,,,,47.190111431963,-1.53162081010683,57202
,,,,47.1901151266514,-1.53102782823521,57237
,,,,47.1901429532008,-1.52555319482869,59968
,,,,47.1901736509027,-1.53188691716998,57197
,,,,47.1901863323762,-1.5263279427233,52973
,,,,47.1902044424655,-1.53174776644224,57198
,,,,47.1902261014509,-1.52562525680865,59969
,,,,47.1902607161153,-1.52639276721307,52970
,,,,47.1903181020892,-1.5257019214988,59970
,,,,47.1903193164701,-1.53114299714384,58039
,,,,47.1903283272208,-1.53154531491749,57221
,,,,47.1903348934195,-1.53129606888669,57228
,,,,47.1903414333194,-1.53161100429406,57220
,,,,47.19034952742,-1.53145039387274,57222
,,,,47.1903702580114,-1.53131580063066,57227
,,,,47.1903937171974,-1.53142187626575,57224
,,,,47.1903986873001,-1.52576983522307,59971
,,,,47.1904038698571,-1.53133408448468,57226
,,,,47.1904198530898,-1.52650863106541,52966
,,,,47.190430170757,-1.53146282719707,57223
,,,,47.1904332104666,-1.5313454533741,57225
,,,,47.1904813337709,-1.52655534841792,52964
,,,,47.1905489271411,-1.5266077920972,52962
,,,,47.1905556426716,-1.53164233818389,57734
,,,,47.1905697607814,-1.5314900900652,57266
,,,,47.1905960318079,-1.52665347221727,52960
,,,,47.1906313545513,-1.52619093231198,59865
,,,,47.1906386582524,-1.53163776662404,57735
,,,,47.1906468188399,-1.5266967756123,52984
,,,,47.1906819226484,-1.53155633090232,57297
,,,,47.1907305509685,-1.53142243134384,57268
,,,,47.1908040280481,-1.52633287746412,59864
,,,,47.1908345167573,-1.5316254936378,57319
,,,,47.1908462872664,-1.53127488234076,57270
,,,,47.190901099104,-1.53119824420862,57271
,,,,47.1909073833715,-1.53162811638794,57318
,,,,47.1909284490746,-1.53092010749491,57261
,,,,47.1909482226466,-1.5311091588552,57272
,,,,47.190976657428,-1.52639554331341,59862
,,,,47.1910168131722,-1.53153428449648,57316
,,,,47.1910271881396,-1.53074226060195,57259
,,,,47.1910340256721,-1.53102154659839,57276
,,,,47.1910377592059,-1.53085665516841,57258
,,,,47.1910395371023,-1.52653485197687,59863
,,,,47.1910462990385,-1.52974342545295,57427
,,,,47.1910481854731,-1.53156561978687,57314
,,,,47.1910491502852,-1.53108077608026,57279
,,,,47.1910610191992,-1.53206863759655,57293
,,,,47.1910665143227,-1.53112695449567,57273
,,,,47.1910783548467,-1.53082787705684,57257
,,,,47.1910865795332,-1.53197799439455,57294
,,,,47.1910893512401,-1.53098326249538,57277
,,,,47.1911003289738,-1.53154164049854,57313
,,,,47.191108025609,-1.53104406978415,57280
,,,,47.1911119394853,-1.53079330723106,57256
,,,,47.1911262881563,-1.53109031315479,57274
,,,,47.1911438667877,-1.53094227720835,57278
,,,,47.1911481227968,-1.52654665189655,59861
,,,,47.1911581874188,-1.53048878732856,57292
,,,,47.1911644266586,-1.5310005781827,57281
,,,,47.191181834973,-1.53104543857525,57275
,,,,47.1912140071469,-1.52667692900635,59860
,,,,47.1912462602551,-1.53140684284792,57312
,,,,47.1912472644767,-1.53135009972757,57311
,,,,47.1912590489828,-1.53164295748105,57299
,,,,47.1912764723298,-1.53136542310017,57310
,,,,47.1913031114794,-1.53767655018163,58935
,,,,47.1913047355388,-1.53173082180228,57298
,,,,47.1913092184983,-1.53162412071872,57300
,,,,47.1913188662417,-1.52669242419218,59859
,,,,47.1913849272113,-1.5268174294779,59858
,,,,47.1913927308609,-1.53777024232557,58918
,,,,47.1914068528295,-1.53780561831962,58919
,,,,47.1914508383563,-1.53791714886539,58920
,,,,47.1914639489454,-1.53103939521021,58026
,,,,47.1914868256038,-1.52684063909672,59856
,,,,47.1914881062395,-1.53101735715391,57305
,,,,47.1914884172709,-1.52980046225929,57379
,,,,47.1914981601316,-1.53795624921908,58921
,,,,47.1915088260219,-1.53077573476091,57329
,,,,47.1915184815444,-1.53094423757186,57304
,,,,47.1915431530108,-1.5380110367701,58922
,,,,47.1915546323336,-1.53083321740857,57303
,,,,47.1915577324871,-1.52695542432404,59857
,,,,47.1916448049527,-1.52964923729019,57378
,,,,47.1916577525591,-1.53811182327648,58923
,,,,47.1916622821402,-1.52698014693593,59855
,,,,47.1916792295842,-1.52958962227313,57377
,,,,47.1917040871204,-1.53815349512458,58924
,,,,47.1917135215003,-1.52953396151141,57376
,,,,47.19173318888,-1.52709493272452,59854
,,,,47.1917466947202,-1.53819886121232,58925
,,,,47.1917468164024,-1.53023269439884,57343
,,,,47.1917754355977,-1.52980930089946,57375
,,,,47.1917788191538,-1.53035260244914,57344
,,,,47.1917993163703,-1.53011756904751,57342
,,,,47.1918030182158,-1.52998042045733,57341
,,,,47.1918055586345,-1.52977051606555,57374
,,,,47.1918299798974,-1.53829341784732,58926
,,,,47.1918361239617,-1.52971855005265,57373
,,,,47.1918386369947,-1.52711972054058,59853
,,,,47.1918527808456,-1.52978581852783,57372
,,,,47.191867201061,-1.53021496419592,57340
,,,,47.1919041084037,-1.52723543589464,59852
,,,,47.1919277726391,-1.53050342140719,57345
,,,,47.1919820423801,-1.53033557126878,57351
,,,,47.1919842608779,-1.53852656724044,58927
,,,,47.1919881961161,-1.53042057978959,57347
,,,,47.1920035518984,-1.53856892463403,58928
,,,,47.1920449065827,-1.53036785998851,57348
,,,,47.1920543897157,-1.53003160999012,57360
,,,,47.1920776790346,-1.52737745264914,59851
,,,,47.1921055983028,-1.53019650930372,57353
,,,,47.1921102785664,-1.53029858865871,57349
,,,,47.1921177377595,-1.53012999910701,57354
,,,,47.1921187360384,-1.53857197769894,58934
,,,,47.1921833038916,-1.52739696868553,59850
,,,,47.1922018819517,-1.53885811758255,58933
,,,,47.1922104767725,-1.53879003092862,58932
,,,,47.192236089658,-1.53880509844941,58930
,,,,47.1922504980303,-1.53877839371705,58929
,,,,47.1922586142785,-1.5275147166838,59849
,,,,47.192274653801,-1.53864933117901,58931
,,,,47.1923585828905,-1.52754175267787,59848
,,,,47.1926141063464,-1.52779142976791,59847
,,,,47.1927218727489,-1.52737109913148,59846
,,,,47.192743238989,-1.53293412295807,57501
,,,,47.1927474275605,-1.52744165283481,59844
,,,,47.192752218524,-1.52815815905171,52998
,,,,47.1927738664273,-1.52748584383618,59843
,,,,47.192774721693,-1.52740662580995,59845
,,,,47.1927865677629,-1.54000508750699,58193
,,,,47.1928083221459,-1.54013483299165,58192
,,,,47.1928087597833,-1.52754650113873,59842
,,,,47.1928108672335,-1.52836984229668,49452
,,,,47.1928113294774,-1.53299850507641,57503
,,,,47.1928249913209,-1.52757277811158,59841
,,,,47.1928357510738,-1.53323678953885,57509
,,,,47.1928498089763,-1.53314002695751,57507
,,,,47.1928545965809,-1.5284892768494,49428
,,,,47.1928561734833,-1.52758295703153,59840
,,,,47.1928690022201,-1.52763012971049,59839
,,,,47.1928708104206,-1.53318514927362,57508
,,,,47.1928777205186,-1.52855172779296,49429
,,,,47.1928816727235,-1.53307626357869,57505
,,,,47.1929341780257,-1.54019548013436,58191
,,,,47.1929549422199,-1.52804858978203,59780
,,,,47.1930490476353,-1.52811616527353,59779
,,,,47.1930634533063,-1.54047571885262,58190
,,,,47.1930681014298,-1.53380062227307,57510
,,,,47.1930979730936,-1.53379617538625,57511
,,,,47.1931082962701,-1.5285247723844,53044
,,,,47.193111872909,-1.5405624707758,58189
,,,,47.1931311061252,-1.54047269076016,58194
,,,,47.1931355447795,-1.52857166538844,59781
,,,,47.1931356997582,-1.5281911309241,59778
,,,,47.1931395591362,-1.52710923327705,59253
,,,,47.1931536811487,-1.54063156644124,58188
,,,,47.1931606283922,-1.52860254604342,59782
,,,,47.1931770977307,-1.53382700192513,57512
,,,,47.1931780234898,-1.5286209795019,59783
,,,,47.1932209744433,-1.52862936621114,59784
,,,,47.1932217186151,-1.52825812305278,59777
,,,,47.1932241420169,-1.54078598275798,58187
,,,,47.1932321684981,-1.52864470925647,59785
,,,,47.1932434197625,-1.54069488449518,58195
,,,,47.1932442168289,-1.52866143533542,59786
,,,,47.1932647495892,-1.52866688198119,59787
,,,,47.1932678027904,-1.54088031864399,58186
,,,,47.1932873467513,-1.54078131150007,58196
,,,,47.1932921607906,-1.52868207470984,59788
,,,,47.1933084590693,-1.52833045287326,59776
,,,,47.1933108311506,-1.54096668075568,58185
,,,,47.1933313180323,-1.54086642050572,58197
,,,,47.1933724647317,-1.52873147768708,59789
,,,,47.1933865682329,-1.52839158896633,59775
,,,,47.1933950437948,-1.52878331923756,59790
,,,,47.1934058840694,-1.52880920758882,59791
,,,,47.1934155897634,-1.54117247276039,58183
,,,,47.1934155897634,-1.54117247276039,58184
,,,,47.1934346790861,-1.54106021892772,58198
,,,,47.1934565466787,-1.5284534595187,59774
,,,,47.1934631103458,-1.54125916079513,58182
,,,,47.1934845846921,-1.54115632917071,58199
,,,,47.1935015927975,-1.54038324525807,58137
,,,,47.1935261263982,-1.54123333465538,58200
,,,,47.1935507548789,-1.52913547140617,53039
,,,,47.193564729019,-1.52796708598567,59821
,,,,47.1935735340166,-1.527059954778,59838
,,,,47.1935737800216,-1.54131606848303,58201
,,,,47.1935855231518,-1.52713217298119,59837
,,,,47.1935883980414,-1.52804014766518,59820
,,,,47.1936002944146,-1.52736315399318,59835
,,,,47.1936079146065,-1.53220910148087,57432
,,,,47.1936094242922,-1.54052451266976,58144
,,,,47.1936178952031,-1.54142365198827,58202
,,,,47.1936192849416,-1.52808598216003,59819
,,,,47.1936243337108,-1.52729089362107,59836
,,,,47.1936377507034,-1.52742796120549,59834
,,,,47.1936385526608,-1.52799487864982,59818
,,,,47.1936401300212,-1.52867284584676,59765
,,,,47.1936608820104,-1.52875230409786,59768
,,,,47.1936737506418,-1.53306481294143,57482
,,,,47.1936759372138,-1.52867939547868,59766
,,,,47.1936837128256,-1.52801795929665,59817
,,,,47.1936858464102,-1.52814232046011,59816
,,,,47.1936867474096,-1.52873303018357,59767
,,,,47.1936878005597,-1.54164806279397,58181
,,,,47.1936989398996,-1.54048739133463,58146
,,,,47.1936989593947,-1.54158412443301,58203
,,,,47.1937126109157,-1.528794358686,59769
,,,,47.1937131264873,-1.52808086508667,59815
,,,,47.1937160258611,-1.52820924567534,59812
,,,,47.1937286017116,-1.52745830363618,59832
,,,,47.1937314494832,-1.54171597209699,58180
,,,,47.1937374392584,-1.54164505236443,58204
,,,,47.1937418744473,-1.52733109047227,59833
,,,,47.1937471075257,-1.52878627887083,59770
,,,,47.1937485514869,-1.52804510340905,59814
,,,,47.1937502845076,-1.54174508541769,58179
,,,,47.1937516281989,-1.52883945949665,59771
,,,,47.1937533485557,-1.54050322441728,58130
,,,,47.1937533485557,-1.54050322441728,58148
,,,,47.1937582929159,-1.52853338647319,59764
,,,,47.1937647230014,-1.52812687355384,59813
,,,,47.1937676035608,-1.5333543683886,57480
,,,,47.1937792855789,-1.52747781853279,59831
,,,,47.1937872001883,-1.52882617193691,59772
,,,,47.1937901615459,-1.52691174264686,58914
,,,,47.1937963899626,-1.52820315574253,59811
,,,,47.1937986067523,-1.52856668854393,59763
,,,,47.1938076500815,-1.52859244729131,59762
,,,,47.1938174050284,-1.54186490745818,57984
,,,,47.1938177488711,-1.54182793409315,57985
,,,,47.1938242418176,-1.52828576935049,59810
,,,,47.1938245089072,-1.52886850674252,59773
,,,,47.1938256783668,-1.52861885482821,59761
,,,,47.1938340326134,-1.5418793258955,57983
,,,,47.1938342204499,-1.52624235300416,58205
,,,,47.1938351701726,-1.52739596450868,59830
,,,,47.1938386720803,-1.54053715310746,58129
,,,,47.1938451941114,-1.5286546192875,59760
,,,,47.1938593257986,-1.52836758387138,59809
,,,,47.1938646255845,-1.54188022116993,57982
,,,,47.1938665055247,-1.52801926402645,59794
,,,,47.1938805543431,-1.54194215826358,57981
,,,,47.1938844426124,-1.52820951311851,59800
,,,,47.1938907577919,-1.52751097106335,59829
,,,,47.1939007121808,-1.54054032535644,58128
,,,,47.1939054053005,-1.52685927801202,58066
,,,,47.1939072271964,-1.5283089386569,59808
,,,,47.1939083187382,-1.5419468127323,57980
,,,,47.1939166222242,-1.54087049851208,58160
,,,,47.1939284071544,-1.54196544609351,57979
,,,,47.1939290451775,-1.52811495289041,59795
,,,,47.1939331525026,-1.52823417170595,59799
,,,,47.1939336427508,-1.54202396573565,57977
,,,,47.1939402203168,-1.52743261739738,59827
,,,,47.1939406757668,-1.52752646670745,59828
,,,,47.1939430992965,-1.54080634796855,58159
,,,,47.1939441916841,-1.54200490954314,57978
,,,,47.1939486512121,-1.5268320080378,58064
,,,,47.193956496045,-1.52837063576616,59807
,,,,47.1939626716646,-1.54204456832719,57976
,,,,47.1939650007239,-1.52806337308291,59793
,,,,47.1939870480543,-1.52821163578867,59798
,,,,47.1939883174158,-1.54203189151212,57975
,,,,47.1939957636919,-1.52754894238448,59826
,,,,47.1940010737863,-1.54192049922963,57974
,,,,47.1940023919528,-1.52842548264848,59806
,,,,47.1940048562364,-1.54204894636092,57972
,,,,47.1940113389724,-1.52695016939128,58913
,,,,47.1940118649087,-1.52833102866269,59805
,,,,47.1940206050481,-1.54115287599497,58118
,,,,47.1940314003162,-1.54214336580771,57971
,,,,47.1940324344678,-1.52642843349699,58091
,,,,47.1940350055757,-1.54195599213691,57973
,,,,47.1940408092628,-1.528944908955,59759
,,,,47.1940418657115,-1.52848382999942,59803
,,,,47.1940438116847,-1.52751277003308,59824
,,,,47.1940465398988,-1.52823707288857,59797
,,,,47.1940511168462,-1.52756350908848,59825
,,,,47.1940602352475,-1.52839266103837,59804
,,,,47.194064335927,-1.52808243707618,59792
,,,,47.1940675305495,-1.52817516305255,59796
,,,,47.1940699202771,-1.54091860144375,58164
,,,,47.1940831985319,-1.5274931501035,59823
,,,,47.1940891923624,-1.52844232090046,59802
,,,,47.1940899945701,-1.52935808343672,53034
,,,,47.1941061081043,-1.54203778377509,57970
,,,,47.1941079739989,-1.52836571659552,59801
,,,,47.1941085038353,-1.54218066581227,57969
,,,,47.1941092096938,-1.52757695223419,59822
,,,,47.194136445775,-1.52902052618936,59758
,,,,47.1941455524065,-1.54225734745265,57966
,,,,47.1941657964605,-1.54211082029878,57968
,,,,47.1942081469563,-1.54229756045435,57965
,,,,47.1942082467073,-1.54232135247079,57964
,,,,47.194219680186,-1.52908996259074,59757
,,,,47.1942229224235,-1.54217970718025,57967
,,,,47.1942303635367,-1.52724082179538,58074
,,,,47.1942331659719,-1.52678118904319,58089
,,,,47.1942632036565,-1.54066172027098,58095
,,,,47.1942640636938,-1.54237560962043,57962
,,,,47.1942884119919,-1.54226769957433,57963
,,,,47.1942948861069,-1.53213586508367,57709
,,,,47.1942949121614,-1.52673939766688,58088
,,,,47.1943047557682,-1.52915821080884,59753
,,,,47.1943318491898,-1.54247566113581,57960
,,,,47.1943570407024,-1.54234270586024,57961
,,,,47.1943737898713,-1.53217328072701,57001
,,,,47.194400259457,-1.52923778332885,59752
,,,,47.1944045264311,-1.54256417497502,57958
,,,,47.1944054723718,-1.52658484873907,58090
,,,,47.1944189695895,-1.54240269162104,57959
,,,,47.1944222176891,-1.52879803110714,59754
,,,,47.1944385358328,-1.54257060377079,57957
,,,,47.1944517937095,-1.52882923702277,59756
,,,,47.1944528992098,-1.52879628255416,59755
,,,,47.1944570030831,-1.53176041917772,57698
,,,,47.1944677530895,-1.54261236265028,57955
,,,,47.1944783681095,-1.52929892199405,59751
,,,,47.1944861228292,-1.54249476933891,57956
,,,,47.1944872310224,-1.54267587928793,57952
,,,,47.1945006086595,-1.54265306386532,57953
,,,,47.1945047493552,-1.52649819621511,58056
,,,,47.1945462102818,-1.54255594336415,57954
,,,,47.1945738716954,-1.52937849502343,59750
,,,,47.1946012494276,-1.54279381755259,57951
,,,,47.194619608431,-1.54264979546728,57950
,,,,47.1946666001004,-1.53120473028897,57641
,,,,47.1946694474608,-1.53256860004941,57008
,,,,47.1946702294912,-1.52945945141368,59749
,,,,47.1946802836334,-1.54272026214498,57949
,,,,47.1946807240688,-1.53124010671463,57640
,,,,47.1946923029595,-1.52915052175746,68721
,,,,47.1947497217672,-1.54279797102701,57948
,,,,47.194761203645,-1.61587204842114,59462
,,,,47.1947632143868,-1.52953355758769,59748
,,,,47.1948041962253,-1.54286534586255,57946
,,,,47.1948374147935,-1.52925481966306,68720
,,,,47.1948552122782,-1.52961023549936,59747
,,,,47.1948592819688,-1.5427808048727,57947
,,,,47.194867477991,-1.5429386447417,57945
,,,,47.1948771114996,-1.52922597340287,68719
,,,,47.1948814159356,-1.54041050831134,58423
,,,,47.1948985589316,-1.52917730977678,68718
,,,,47.1949131062729,-1.54035201956372,58422
,,,,47.1949182211702,-1.52923554927449,68716
,,,,47.1949251415211,-1.529324581795,68714
,,,,47.1949288295869,-1.54301576808816,57944
,,,,47.1949451480279,-1.52918463856764,68717
,,,,47.1949496580775,-1.54052380538379,58421
,,,,47.1949507598666,-1.5296884914546,59746
,,,,47.1949543076613,-1.52926061899999,68715
,,,,47.1949868141484,-1.52931185791762,68713
,,,,47.1949921585828,-1.52939416981907,68711
,,,,47.1949992103855,-1.54309222465689,57943
,,,,47.1950143881712,-1.52929534996229,68712
,,,,47.1950209103559,-1.5401193337215,58417
,,,,47.1950454089034,-1.5297666827905,59745
,,,,47.1950502812118,-1.54296642923185,57942
,,,,47.1950527395026,-1.52944082958635,68708
,,,,47.1950535165341,-1.54051547132034,58420
,,,,47.1950584726554,-1.52932364018202,68710
,,,,47.1950634050796,-1.52939138717568,68709
,,,,47.1950879577306,-1.52943808765448,68707
,,,,47.1950905671079,-1.52936031421134,68705
,,,,47.1951018509641,-1.5428525623333,57941
,,,,47.1951103619332,-1.52941459940194,68706
,,,,47.1951150651492,-1.54232628154474,57986
,,,,47.1951259575021,-1.52951350857401,68704
,,,,47.1951392036207,-1.52984349130795,59744
,,,,47.1951412040417,-1.52946175418923,68703
,,,,47.1951512685945,-1.54274911045708,57940
,,,,47.195152274188,-1.53087644142387,57563
,,,,47.1951645320355,-1.54310420724657,57938
,,,,47.1951675699982,-1.52945440874081,68702
,,,,47.1951800325716,-1.52940509601262,68701
,,,,47.1951827232467,-1.52956649999151,68700
,,,,47.1951839720335,-1.54030556815921,58416
,,,,47.1951977604501,-1.53083612194136,57564
,,,,47.1952042592769,-1.52951519983059,68699
,,,,47.1952061992625,-1.54261566569151,57939
,,,,47.1952114527714,-1.54069340745711,58419
,,,,47.1952195615521,-1.52956916071511,68698
,,,,47.195227652825,-1.52940853534145,68697
,,,,47.1952333552055,-1.54354790149315,57935
,,,,47.1952339410116,-1.52991904679928,59743
,,,,47.1952422597177,-1.53079837386705,57565
,,,,47.1952522144942,-1.5296428743332,68693
,,,,47.1952620307383,-1.52943083914522,68696
,,,,47.195274282643,-1.54289413039906,57937
,,,,47.195285506539,-1.53077110639541,57566
,,,,47.1952864949162,-1.52948017621298,68695
,,,,47.1952871976702,-1.52962029464765,68692
,,,,47.1953107612681,-1.53157501787814,56967
,,,,47.1953139297233,-1.54361584833388,57934
,,,,47.1953166129541,-1.5296025983521,68691
,,,,47.1953218826107,-1.5297139760756,68687
,,,,47.1953285898826,-1.52999723895689,59742
,,,,47.1953286799664,-1.52948454444864,68694
,,,,47.1953319354994,-1.53072953343951,57567
,,,,47.1953429235811,-1.54278150019132,57936
,,,,47.1953443639312,-1.52958081764452,68690
,,,,47.1953701220763,-1.52969896087996,68686
,,,,47.1953780669147,-1.52951586076233,68688
,,,,47.1953829967223,-1.52966421313013,68685
,,,,47.1953841630928,-1.52957576386818,68689
,,,,47.1953897710268,-1.5315556209647,57574
,,,,47.1954051918625,-1.54055680090887,58415
,,,,47.1954123981054,-1.52962008789559,68684
,,,,47.1954168741586,-1.52967458844891,68682
,,,,47.1954203682731,-1.52957045050027,68683
,,,,47.1954214859421,-1.5300739833806,59741
,,,,47.1954246042011,-1.52976632315908,68679
,,,,47.1954309409383,-1.54380536351407,57991
,,,,47.1954441085593,-1.54100625512933,58418
,,,,47.1954441247195,-1.52964087901808,68681
,,,,47.1954446857899,-1.52959731343808,68680
,,,,47.1954524436695,-1.52974190608723,68678
,,,,47.1954597169204,-1.5288002752229,68727
,,,,47.1954601571727,-1.52886769825508,68728
,,,,47.1954629879737,-1.52980345200466,68671
,,,,47.1954687657259,-1.52968494353756,68677
,,,,47.1954781651689,-1.52961955255671,68676
,,,,47.1954841954501,-1.52887604115133,68726
,,,,47.1954906957401,-1.52868226512301,68729
,,,,47.1954955272025,-1.52974633944185,68672
,,,,47.1955039839551,-1.52968220174506,68673
,,,,47.1955073011614,-1.52958333644378,68675
,,,,47.195509516277,-1.52986627578492,68667
,,,,47.1955189186569,-1.53014973439624,59740
,,,,47.1955210713064,-1.52852853358542,68564
,,,,47.1955272930934,-1.52890690279935,68725
,,,,47.1955311775488,-1.52844205104769,68565
,,,,47.1955318708123,-1.52839453076718,68566
,,,,47.1955329821233,-1.52981115061821,68668
,,,,47.195538986014,-1.52952484059947,68674
,,,,47.1955451074695,-1.52971820707644,68670
